87207.1257885603	-1421.62086585164	1000	236.695243923652	90	1204.96670397117	1047.88012864967
86200.0606657279	-759.983052502168	1000	236.695243923652	90	1204.96670397117	1047.88012864967
85192.9955428956	-98.3452391526953	1000	236.695243923652	90	1204.96670397117	1047.88012864967
84185.9304200633	563.292574196777	1000	236.695243923652	90	1204.96670397117	1047.88012864967
83178.8652972310	1224.93038754624	1000	236.695243923652	90	1204.96670397117	1047.88012864967
82171.8001743987	1886.56820089572	1000	236.695243923652	90	1204.96670397117	1047.88012864967
81164.7350515664	2548.20601424519	1000	236.695243923652	90	1204.96670397117	1047.88012864967
80157.6699287340	3209.84382759466	1000	236.695243923652	90	1204.96670397117	1047.88012864967
79150.6048059017	3871.48164094413	1000	236.695243923652	90	1204.96670397117	1047.88012864967
78143.5396830694	4533.11945429360	1000	236.695243923652	90	1204.96670397117	1047.88012864967
77136.4745602371	5194.75726764307	1000	236.695243923652	90	1204.96670397117	1047.88012864967
76129.4094374048	5856.39508099254	1000	236.695243923652	90	1204.96670397117	1047.88012864967
75122.3443145725	6518.03289434201	1000	236.695243923652	90	1204.96670397117	1047.88012864967
74115.2791917401	7179.67070769149	1000	236.695243923652	90	1204.96670397117	1047.88012864967
73108.2140689078	7841.30852104096	1000	236.695243923652	90	1204.96670397117	1047.88012864967
72101.1489460755	8502.94633439043	1000	236.695243923652	90	1204.96670397117	1047.88012864967
71094.0838232432	9164.58414773990	1000	236.695243923652	90	1204.96670397117	1047.88012864967
70087.0187004109	9826.22196108937	1000	236.695243923652	90	1204.96670397117	1047.88012864967
69079.9535775785	10487.8597744388	1000	236.695243923652	90	1204.96670397117	1047.88012864967
68072.8884547462	11149.4975877883	1000	236.695243923652	90	1204.96670397117	1047.88012864967
67065.8233319139	11811.1354011378	1000	236.695243923652	90	1204.96670397117	1047.88012864967
66058.7582090816	12472.7732144873	1000	236.695243923652	90	1204.96670397117	1047.88012864967
65051.6930862493	13134.4110278367	1000	236.695243923652	90	1204.96670397117	1047.88012864967
64044.6279634170	13796.0488411862	1000	236.695243923652	90	1204.96670397117	1047.88012864967
63037.5628405846	14457.6866545357	1000	236.695243923652	90	1204.96670397117	1047.88012864967
62030.4977177523	15119.3244678851	1000	236.695243923652	90	1204.96670397117	1047.88012864967
61023.4325949200	15780.9622812346	1000	236.695243923652	90	1204.96670397117	1047.88012864967
60016.3674720877	16442.6000945841	1000	236.695243923652	90	1204.96670397117	1047.88012864967
